source_key,term,pronunciation,pos,definition_zh,relation_type,relation_term,exam_tag,difficulty,etymology,example_en,example_zh,collection,unit,group,source_page,pdf_page,printed_page
ceec-108:level-2:building,building,'bildiŋ,n.,"n. 建築物, 建築\n[法] 營造, 建築, 建築物",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:bun,bun,bʌn,n.,n. 小麵包\n[醫] 血液尿素氮,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:burden,burden,'bә:dn,n.|v.,"n. 負擔, 過載, 擔子, 責任\nvt. 裝貨於, 煩擾, 使負擔",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:burger,burger,'bә:ɡә,n.,n. 漢堡包（等於hamburger）,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:burn,burn,bә:n,n.|v.,"vt. 燒, 燒燬, 燒傷\nvi. 燃燒, 發熱, 燒燬\nn. 燒傷, 烙印",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:burst,burst,bә:st,n.|v.,"n. 破裂, 突發, 爆發\nv. 爆裂, 突發, 充滿\n[計] 二進位制位組; 字元組; 脈衝串",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:businessman,businessman,'biznismæn,n.,"n. 商人, 實業家, 工商業家",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cabbage,cabbage,'kæbidʒ,n.,"n. 捲心菜\n[醫] 捲心菜, 甘蘭",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cafe,cafe,kɑ:'fei,n.,"n. 咖啡館, 酒店",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:café,café,,n.,待補中文釋義,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cage,cage,keidʒ,n.|v.,"n. 籠, 牢房, 戰俘營\nvt. 關進籠內",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:calendar,calendar,'kælindә,n.,"n. 日曆, 日程表\nvt. 列入表中\n[計] 日曆",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:calm,calm,kɑ:m,adj.|n.|v.,"n. 平穩, 風平浪靜\na. 平靜的, 冷靜的\nvi. 平靜下來, 鎮靜\nvt. 使平靜",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:camel,camel,'kæml,n.,"n. 駱駝, 打撈浮筒",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cancel,cancel,'kænsәl,v.,"n. 取消, 撤消, 蓋銷(郵票)\nvt. 取消, 刪去, 抵銷, 蓋銷\nvi. 相互抵銷\n[計] 作廢",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cancer,cancer,'kænsә,n.,"n. 癌, 惡性腫瘤\n[醫] 癌",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:candle,candle,'kændl,n.,n. 蠟燭\nvt. 對著光檢查,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:capital,capital,'kæpitәl,adj.|n.,"n. 首都, 大寫字母, 資本\na. 首都的, 重要的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cartoon,cartoon,kɑ:'tu:n,n.|v.,"n. 卡通畫, 漫畫\nv. 畫漫畫",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cash,cash,kæʃ,n.|v.,n. 現金\nvt. 兌現,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:castle,castle,'kæsl. 'kɑ:sl,n.,"n. 城堡, 象棋中的車\nvt. 置於城堡中, 盤踞於",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cause,cause,kɒ:z,n.|v.,"n. 原因, 目標\nvt. 引起, 使產生, 使遭受",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:ceiling,ceiling,'si:liŋ,n.,"n. 天花板\n[經] 頂點, 頂線, 上限",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cell,cell,sel,n.,"n. 單元, 細胞, 電池\n[計] 單元",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:centimeter,centimeter,'sentimi:tә,n.,n. 釐米\n[醫] 釐米,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:central,central,'sentrәl,adj.,"a. 中央的, 重要的\n[醫] 中央的, 中心的, 中樞的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:century,century,'sentʃuri,n.,"n. 世紀, 百年",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cereal,cereal,'siәriәl,n.,"n. 穀類食品, 穀類植物\na. 穀類的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chain,chain,tʃein,n.|v.,"n. 鏈, 枷鎖, 束縛\nvt. 用鐵練鎖住, 束縛, 囚禁",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chalk,chalk,tʃɒ:k,n.|v.,"n. 粉筆, 白堊\nvt. 用粉筆寫, 記錄",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:challenge,challenge,'tʃælindʒ,n.|v.,"n. 挑戰, 盤問\nvt. 向...挑戰, 要求, 懷疑\nvi. 挑戰, 對(證據等)表示異議",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:channel,channel,'tʃænәl,n.|v.,"n. 海峽, 航道, 頻道\nvt. 引導, 在...上挖溝, 形成河道\n[計] 通道, 通道",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chapter,chapter,'tʃæptә,n.,"n. 章, 篇, 重要章節\n[計] 章; 段",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:character,character,'kærәktә,n.,"n. 個性, 字元, 人物, 性質, 品格, 資格\n[計] 字元",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:charge,charge,tʃɑ:dʒ,n.|v.,"n. 指控, 費用, 衝鋒, 電荷, 炸藥, 主管, 被託管人, 命令\nvt. 控訴, 加罪於, 使充滿, 使充電, 使承擔\nvi. 衝鋒, 要價, 收費",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chart,chart,tʃɑ:t,n.,"n. 圖表, 海圖\nvt. 製成圖表\n[計] 圖表",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chase,chase,tʃeis,n.|v.,"n. 追求, 狩獵, 追逐\nvt. 追捕, 追逐, 雕刻, 在...上鑲嵌寶石\nvi. 追趕, 奔跑",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cheat,cheat,tʃi:t,n.|v.,"n. 欺騙, 作弊, 騙子\nv. 欺騙, 逃脫, 騙取",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cheer,cheer,tʃiә,n.|v.,"n. 愉快, 振奮, 歡呼\nvi. 歡呼, 喝彩, 快活起來\nvt. 使振奮, 歡呼",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chemical,chemical,'kemikl,adj.|n.,"n. 化學藥品\na. 化學的, 化學上用的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chess,chess,tʃes,n.,n. 國際象棋\n[建] 雀麥,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chief,chief,tʃi:f,adj.|n.,"n. 領袖, 酋長, 長官, 主要部分\na. 主要的, 首位的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:childhood,childhood,'tʃaildhud,n.,n. 孩童時期\n[醫] 兒童期,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:childish,childish,'tʃaildiʃ,adj.,"a. 天真的, 孩子氣的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:china,china,'tʃainә,n.,"n. 中國, 瓷器\na. 中國的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:chopstick,chopstick,'tʃɔpstik,n.,n. 筷子,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:claim,claim,kleim,n.|v.,"n. 要求, 要求權, 斷言, 權利\nvt. 要求, 認領, 主張\nvi. 提出要求, 主張, 斷言",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:clap,clap,klæp,n.|v.,"n. 拍手, 拍手聲, 霹靂聲, 花柳病\nv. 鼓掌, (使)啪地關上",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:classic,classic,'klæsik,adj.|n.,"n. 古典作品, 傑作, 大藝術家\na. 第一流的, 最優秀的, 古典的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:classical,classical,'klæsikl,adj.,"a. 古典的, 正統派的, 經典的\n[醫] 古典的; 標準的, 典型的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:classmate,classmate,'klɑ:smeit,n.,n. 同班同學,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:clever,clever,'klevә,adj.,"a. 聰明的, 精明的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:click,click,klik,n.|v.,"n. 咔噠聲, 啪嗒聲\nvi. 作咔噠聲\nvt. 使發咔噠聲\n[計] 單擊",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:climate,climate,'klaimit,n.,"n. 氣候, 社會趨勢, 氣候區\n[醫] 氣候",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cloth,cloth,klɒ:θ. klɒθ,n.,"n. 布料, 織品, 布\n[建] 布",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:clothing,clothing,'klәuðiŋ,n.,n. 衣服,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cloudy,cloudy,'klaudi,adj.,"a. 多雲的, 有愁容的, 雲的, 渾濁的\n[建] (混)濁的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:coal,coal,kәul,n.,"n. 煤, 木炭\nv. 加煤",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:coast,coast,kәust,n.,"n. 海岸, 滑坡\nv. 沿海岸而行",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cockroach,cockroach,'kɒkrәutʃ,n.,n. 蟑螂\n[醫] 蟑螂,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cocoa,cocoa,'kәukәu,n.,"n. 可可粉, 可可茶, 可可色\n[醫] 可可, 可可豆",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:coin,coin,kɒin,n.|v.,"n. 硬幣, 金錢, 貨幣\nvt. 鑄幣, 創造, 杜撰",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:coke,Coke,kәuk,n.,"n. 可口可樂, 焦炭\nv. (使)成焦炭",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cola,cola,'kәulә,n.,"結腸, 冒號, 科朗\n[化] 可樂果; 可樂果屬; 可樂果乾子葉",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:college,college,'kɒlidʒ,n.,"n. 學院, 大學, 學會",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:comb,comb,kәum,n.|v.,"n. 頭梳, 雞冠\nvt. 梳頭髮, 梳毛\nvi. (浪)湧起",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:combine,combine,kәm'bain,v.,"v. (使)聯合, (使)結合\nn. (企業的)聯合, 聯合收割機",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:comic,comic,'kɒmik,adj.|n.,"n. 連環漫畫, 喜劇演員, 滑稽的人\na. 滑稽的, 有趣的, 喜劇的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:command,command,kә'mɑ:nd,n.|v.,"n. 命令, 指揮, 控制, 部隊, 司令部\nv. 命令, 指揮, 控制\n[計] 命令; 指令; DOS外部命令:啟動新的命令處理器",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:commercial,commercial,kә'mә:ʃәl,adj.|n.,"a. 商業的, 商用的, 商品化的\nn. 商業廣告節目",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:company,company,'kʌmpәni,n.,"n. 公司, 友伴, 交往, 連隊, 朋友, 一群\nvt. 陪伴\nvi. 交往",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:compare,compare,kәm'pєә,v.,"vt. 比較, 比喻, 對照\nvi. 相比\nn. 比較\n[計] 比較",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:complete,complete,kәm'pli:t,adj.|v.,"a. 完全的, 十足的, 完成的\nvt. 完成, 完工, 使圓滿",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:complex,complex,kәm'pleks,adj.|n.,"n. 綜合體, 情結, 絡合物\na. 複雜的, 組合的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:concern,concern,kәn'sә:n,n.|v.,"n. 關心, 憂慮\nvt. 與...有關, 使擔心, 使掛念",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:conclude,conclude,kәn'klu:d,v.,"vt. 結束, 作結論, 推斷\nvi. 結束, 推斷",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:condition,condition,kәn'diʃәn,n.|v.,"n. 情況, 條件\nvt. 使健康, 以...為條件, 決定, 使適應\n[計] 條件",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:confident,confident,'kɒnfidәnt,adj.,"a. 有信心的, 有把握的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:conflict,conflict,'kɒnflikt,n.|v.,"n. 戰鬥, 衝突, 矛盾, 爭執\nvi. 爭執, 戰鬥, 衝突, 牴觸\n[計] 衝突",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:congratulation,congratulation,kәn.grætʃә'leiʃәn,n.,"n. 祝賀, 恭喜",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:connection,connection,kә'nekʃәn,n.,"n. 連線, 關係, 前後關係\n[計] 連線",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:consider,consider,kәn'sidŋ,v.,"v. 考慮, 思考, 認為",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:consideration,consideration,kәn.sidә'reiʃәn,n.,"n. 考慮, 原因\n[法] 考慮, 思考, 報酬",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:contact,contact,'kɒntækt,n.|v.,"n. 聯絡, 交際, 熟人, 接觸\nvi. 接觸, 聯絡\nvt. 使接觸",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:contain,contain,kәn'tein,v.,"vt. 包含, 容納, 控制\nvi. 自制",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:continue,continue,kәn'tinju:,v.,"vi. 繼續, 延續, 延長\nvt. 使繼續, 使延長",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:contract,contract,'kɒntrækt,n.|v.,"n. 合約, 婚約, 契約\nvt. 使皺縮, 使縮短, 感染, 訂約, 締結\nvi. 皺縮, 訂約, 收縮",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:control,control,kәn'trәul,n.|v.,"n. 控制, 管理, 剋制, 控制器, 操縱裝置\nvt. 控制, 操縱, 抑制\n[計] 控制; 控制器",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:conversation,conversation,.kɒnvә'seiʃәn,n.,"n. 會話, 說話, 交談\n[法] 交談, 社交, 性交",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cop,cop,kɒp,n.,n. 警官\nvt. 抓住,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:corn,corn,kɒ:n,n.,"n. 玉蜀黍, 穀類, 穀粒, 雞眼\nvt. 使成顆粒, 醃",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:countryside,countryside,'kʌntrisaid,n.,"n. 鄉下地方, 鄉下居民",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:couple,couple,'kʌpl,n.|v.,"n. 對, 夫婦, 數個\nvt. 使成雙, 連線, 使成婚, 把...聯絡起來\nvi. 結合, 成婚",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:courage,courage,'kʌridʒ,n.,"n. 勇氣, 膽量",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:court,court,kɒ:t,n.,"n. 法院, 庭院, 奉承\nvt. 獻殷勤, 追求, 招致\nvi. 求愛",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:cowboy,cowboy,'kaubɒi,n.,"n. 牛仔, 牛郎, 牧童",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:crayon,crayon,'kreiәn,n.,"n. 蠟筆, 蠟筆畫\nvt. 以蠟筆作畫",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
